ID,Title,Work Item Type,System.AreaPath,System.IterationPath,Microsoft.VSTS.Common.Priority,Microsoft.VSTS.Scheduling.StoryPoints
3954412,508: [Journal Entries][2.1.1]: Tabindex = -1 is defined for the checkboxes.,Bug,,,,3
3954413,508: [Journal Entries][4.1.2]: Incorrect role is defined as link for the tab elements.,Bug,,,,2
3954414,508: [Journal Entries][1.4.3]: Contrast ratio is less than minimum required ratio 4.5:1 for the text.,Bug,,,,2
3954415,508: [Journal Entries][2.1.1]: Unable to expand the combo box using enter or space key and access the elements using arrow or tab key.,Bug,,,,3
3954416,508: [Journal Entries][TR Ideal]: Two H1 headings are defined in the page.,Bug,,,,2
3954425,508: [Journal Entries][4.1.2]: NVDA is not narrating the edit field information for the text fields.,Bug,,,,2
3954432,508: [Journal Entries][2.4.3]: Focus is moving to blank and non interactive text while using TAB key in the table.,Bug,,,,3
3954443,508: [Journal Entries][4.1.2]: Incorrect role is defined as link for the remove button.,Bug,,,,2
3954451,508: [Journal Entries][2.4.3]: Focus is not moving to the attach button after selecting the value in combo box while using TAB key.,Bug,,,,3
3954455,508: [Journal Entries][4.1.2]: Unnecessary aria required role is defined for the table elements in Add journal entry page.,Bug,,,,2
3954456,508: [Journal Entries][2.1.2]: Keyboard trap at back button while using TAB key.,Bug,,,,3
3954465,508: [Journal Entries][2.4.3]: Focus is not moving in sequential order in the dialog while using TAB key.,Bug,,,,3
3954472,508: [Journal Entries][2.4.3]: Focus is moving hidden elements keyboard alone using TAB key in the dialog.,Bug,,,,3
3954491,508: [Journal Entries][4.1.2]: NVDA is not narrating name and role of the radio buttons.,Bug,,,,2
3954508,508: [Journal Entries][2.4.3]: Focus is not moving to the search field and search button while using TAB key.,Bug,,,,3
3954516,508: [Journal Entries][4.1.2]: Accessible name is not defined for the buttons.,Bug,,,,2
3954544,508: [Journal Entries][1.4.10]: On resizing the page into 400% zoom table content not visible.,Bug,,,,5
3954616,508: [Journal Entries][1.3.1]: Unnecessary heading is defined for the search text.,Bug,,,,2
3954619,508: [Journal Entries][4.1.2]: NVDA is not conveying the information opens a dialog for the search button.,Bug,,,,2
3954623,508: [Journal Entries][4.1.2]: Incorrect aria label is not defined for the remove all button.,Bug,,,,2
3954634,508: [Journal Entries][4.1.2]: Button name is not descriptive.,Bug,,,,2
3954650,508: [Journal Entries][2.5.3]: Visual label and aria label name is defined with different name for the buttons.,Bug,,,,2
3954657,508: [Journal Entries][2.5.3]: Visual label and aria label name is defined with different name for the close button.,Bug,,,,2
3954676,508: [Journal Entries][1.3.1]: List markup is not defined for the elements.,Bug,,,,2
3954696,508: [Journal Entries][4.1.2]: Aria label is not defined for the switch control.,Bug,,,,2
3954704,508: [Journal Entries][4.1.3]: Screen reader is not conveying any updated information after clicking the splitter buttons.,Bug,,,,2
3954706,508: [Journal Entries][2.1.2]: Keyboard trap at table in the journal entry section while using TAB and shift tab key.,Bug,,,,3
3954838,508:[Journal Entries][1.3.1]: Heading is not defined for the journal entry text.,Bug,,,,2
3954842,508: [Journal Entries][1.4.3]: Contrast ratio is less than minimum required ratio 4.5:1 for the AP 10 text.,Bug,,,,2
3964733,508: [Journal Entries][1.4.11]: Contrast ratio is less than minimum required ratio 3:1 for the close icon.,Bug,,,,2
3964745,508: [Journal Entries][1.4.11]: Contrast ratio is less than minimum required ratio 3:1 for the icons.,Bug,,,,2
3971039,508: [Engagement Manager][Home][2.4.2]: Page title does not contain page topic or purpose.,Bug,,,,2
3971043,508: [Engagement Manager][Home][2.4.6]: The persistent input label is not descriptive.,Bug,,,,2
3971083,508: [Engagement Manager][Home][1.4.3]: Insufficient link text contrast.,Bug,,,,2
3971089,508: [Engagement Manager][Home][1.4.11]: Insufficient icon contrast for close button in Welcome dialog.,Bug,,,,2
3971092,508: [Engagement Manager][Home][1.4.11]: Insufficient contrast for X icon.,Bug,,,,2
3971101,508: [Engagement Manager][Home][1.4.13]: Tooltip disappears when the pointer is moved to it.,Bug,,,,2
3971112,508: [Engagement Manager][Home][2.1.1]: Elements in the table are not keyboard operable/reachable.,Bug,,,,3
3971116,508: [Engagement Manager][Home][4.1.2]: Missing role from interactive element.,Bug,,,,2
3971125,508: [Engagement Manager][Home][4.1.2]: [2.5.6]Checkbox without accessible name.,Bug,,,,2
3971128,508: [Engagement Manager][Home][1.3.1]: Incorrect row count.,Bug,,,,2
3971130,508: [Engagement Manager][Home][2.4.7]: Focus is not visible in the link.,Bug,,,,3
3971131,"508: [Engagement Manager][Home][1.3.1]: Missing heading level from ""Welcome to Engagement Manager"".",Bug,,,,2
3971134,"508: [Engagement Manager][Home][1.3.1]: Missing heading level from ""Select Client"".",Bug,,,,2
3971136,"508: [Engagement Manager][Home][1.3.1]: Missing heading level from ""!23JanRelease"".",Bug,,,,2
3971167,508: [Engagement Manager][Home][4.1.2]: Missing accessible name for Welcome dialog,Bug,,,,2
3971181,508: [Engagement Manager][Home][4.1.2]: Missing accessible name for Select Client dialog.,Bug,,,,2
3971195,508: [Engagement Manager][Home][2.1.1]: Scrollable area without keyboard access,Bug,,,,3
3971201,"508: [Engagement Manager][Home][2.1.1]: Scrollable area ""engagement names"" without keyboard access.",Bug,,,,3
3971206,508: [Engagement Manager][Home][2.4.3]: Not possible to dismiss the dialog using the esc key,Bug,,,,3
3971305,508: [Engagement Manager][Add engagement][1.3.2]: Element with aria-hidden receives focus (Step1),Bug,,,,2
3971336,508: [Engagement Manager][Add engagement][4.1.2]: Invalid aria attribute on tabpanels,Bug,,,,2
3971390,"508: [Engagement Manager][Add engagement][1.3.1]: Form fields' labels improperly marked as headings (Steps 3, 4, and 6)",Bug,,,,2
3971415,508: [Engagement Manager][Add engagement][1.1.1]: Alert / Error icon is not conveyed by NVDA,Bug,,,,2
3971427,"508: [Engagement Manager][Add engagement][1.3.1]: ""Select engagement"" dialog - List with 8 items conveyed as 2 lists with 4 items each (step2)",Bug,,,,2
3971444,508: [Engagement Manager][Add engagement][4.1.2]: Calendar buttons lack unique and descriptive name (steps 4 and 6),Bug,,,,2
3971474,"508: [Engagement Manager][Add engagement][2.1.1]: Scrollable grid cannot be scrolled, nor clients can be selected (steps 1 and 2)",Bug,,,,3
3971482,508: [Engagement Manager][Add engagement][2.1.1]: Clients grid's sorting controls not focusable / operable (steps 1 and 2),Bug,,,,3
3971495,508: [Engagement Manager][Add engagement][2.1.1]: Info buttons not focusable / operable (steps 2 and 4),Bug,,,,3
3971534,"508: [Engagement Manager][Add engagement][2.4.3]: Focus order is illogical within ""Account Groupings"" grid (step 5)",Bug,,,,3
3971550,"508: [Engagement Manager][Add engagement][2.4.7]: ""Next step"" control lacks visual focus indicator",Bug,,,,3
3973701,"508: [Engagement Manager][Add engagement][2.4.3]: After activating ""Cancel"" focus does not return to the triggering control",Bug,,,,3
3973725,"508: [Engagement Manager][Add engagement][3.2.2]: Forcibly shifted focus after selecting an ""Engagement Source*"" option (step 2)",Bug,,,,3
3973801,508: [Engagement Manager][Add engagement][2.4.3]: Focus is improperly managed in the Select/Change client and engagement dialog (step 2),Bug,,,,3
3973829,"508: [Engagement Manager][Add engagement][4.1.2][4.1.3]: ""i"" control which opens a tooltip on activation lacks role and name. tooltip not conveyed (step 2)",Bug,,,,2
3973839,"508: [Engagement Manager][Add engagement][4.1.2]: Input inappropriately nested within the ""Enable Confirmation"" switch (step 2)",Bug,,,,2
3973845,"508: [Engagement Manager][Add engagement][4.1.2]: Comboboxes lack name and aria attributes, they are improperly formed with two focusable elements",Bug,,,,2
3973903,508: [Engagement Manager][Add engagement][1.4.11]: Comboboxes' options focused and selected indicators fail contrast requirement of 3:1,Bug,,,,2
3973913,"508: [Engagement Manager][Add engagement][2.4.7]: No focus indicator for ""Engagement Type"" combobox (step 3)",Bug,,,,3
3973928,"508: [Engagement Manager][Add engagement][2.4.7]: The options (checkboxes) within the ""Assigned staff"" dialog lack focus indicator (step 3)",Bug,,,,3
3973932,"508: [Engagement Manager][Add engagement][TR Standard]: Inappropriate focus management and code structure for tab controls in ""Assigned staff"" (step 3)",Bug,,,,2
3973981,"508: [Engagement Manager][Add engagement][4.1.2]: Checkboxes nested within options in the ""Assigned staff"" dialog (step 3)",Bug,,,,2
3974001,"508: [Engagement Manager][Add engagement][1.3.1]: Options' labels in the ""Assigned staff"" dialog conveyed as lists (step 3)",Bug,,,,2
3974008,"508: [Engagement Manager][Add engagement][4.1.2]: Dialogs lack name (Steps 2, 3, 4, and 6)",Bug,,,,2
3974010,"508: [Engagement Manager][Add engagement][4.1.2]: ""Add engagement"" dialog lacks name and role",Bug,,,,2
3974033,"508: [Engagement Manager][Add engagement][2.4.3]: Invisible element receives focus in step 1, and in ""Select Client"" dialog (step 2)",Bug,,,,3
3974034,508: [Engagement Manager][Add engagement][2.4.3]: Invisible element receives focus after Account Grouping checkboxes (step 5),Bug,,,,3
3974039,"508: [Engagement Manager][Add engagement][3.3.2]: Form fields visually marked as required but they aren't, and none is programmatically marked as required",Bug,,,,2
3974282,508: [Engagement Manager][Communications][4.1.2]: 'Previous' Button does not have accessible name,Bug,,,,2
3974296,508: [Engagement Manager][Communications][4.1.2]: Check box element does not have any label,Bug,,,,2
3974348,508: [Engagement Manager][Communications][2.4.3]: Focus is moving to blank elements in the page which is affecting focus order,Bug,,,,3
3974391,508: [Engagement Manager][Communications][4.1.2]: Button does not have an accessible name,Bug,,,,2
3974506,"508: [Engagement Manager][Add engagement][1.3.1]: Multiple <h1> in ""Add engagement""",Bug,,,,2
3974527,"508: [Engagement Manager][Add engagement][1.3.2]: Inaccurate reading order for ""Required*"" (step 2)",Bug,,,,2
3974559,508: [Engagement Manager][Add engagement][3.3.2]: Missing persistent visual labels for Filter inputs (steps 1 and 2),Bug,,,,2
3974586,508: [Engagement Manager][Add engagement][1.4.1]: Color with less than 3:1 contrast is used to indicate selected element(s) within grids,Bug,,,,2
3974588,508: [Engagement Manager][Communications][1.3.1]: NVDA is not announcing the associated label for toggle controls,Bug,,,,2
3974622,508: [Engagement Manager][Communications][3.3.2]: The visual label is missing for the edit field.,Bug,,,,2
3974630,508: [Engagement Manager][Add engagement][4.1.2]: Selectable elements within the grid lack role and state & grid lacks name (steps 1 and 2),Bug,,,,2
3974749,508: [Engagement Manager][Communications][4.1.2]: Calendar button does not have discernible name,Bug,,,,2
3974775,508: [Engagement Manager][Communications][4.1.2]: Aria-label is not defined for the edit field,Bug,,,,2
3974812,508: [Engagement Manager][Communications][2.4.3]: Keyboard focus moving to the hidden element,Bug,,,,3
3974864,508: [Engagement Manager][Communications][4.1.2]: form element dos not have label,Bug,,,,2
3974868,"508: [Engagement Manager][Add engagement][4.1.2]: ""i"" (Prior year input usage) lacks role (step 4)",Bug,,,,2
3974883,508: [Engagement Manager][Communications][1.4.11]: Insufficient color contrast ratio for the Close button.,Bug,,,,2
3974913,508: [Engagement Manager][Communications][1.3.1]: Heading not marked up semantically,Bug,,,,2
3974927,508: [Engagement Manager][Communications][2.4.7]:  Keyboard focus indicator is not visible,Bug,,,,3
3974930,508: [Engagement Manager][Add engagement][4.1.2]: Accordion inaccurately marked as a tablist (step 4),Bug,,,,2
3974944,"508: [Engagement Manager][Communications][4.1.2]:   State is not conveyed by NVDA for ""Advanced options"" button",Bug,,,,2
3974977,508: [Engagement Manager][Communications][1.3.1]: Error message is not programmatically associated with 'days' edit field,Bug,,,,2
3974979,508: [Engagement Manager][Add engagement][2.4.3]: Focus is not placed on top of new content when reaching step 5,Bug,,,,3
3975179,508: [Engagement Manager][Add engagement][4.1.2]: Reset alertdialog lacks name (step 4 - Reporting Periods),Bug,,,,2
3975186,"508: [Engagement Manager][Add engagement][2.4.3]: If step 6 is available, focus is placed on the first Account Grouping option when step 5 loads",Bug,,,,3
3975220,508: [Engagement Manager][Add engagement][TR Standard]: Data is automatically deleted when focus leaves the date input (step 4 and 6),Bug,,,,3
3975229,"508: [Engagement Manager][Add engagement][1.4.12]: Steps' info is cut off when text spacing is overridden at 100%, 200% and 400% zoom",Bug,,,,5
3975379,508: [Engagement Manager][Add engagement][1.4.4]: Content is cut off or overlaps at 200% zoom,Bug,,,,5
3975391,"508: [Engagement Manager][Add engagement][1.3.1]: Error message not related to input or not displayed (steps 2, 3, 4, and 6)",Bug,,,,2
3975779,"508: [Engagement Manager][Status][1.4.3]: Color contrast ratio failed for the ""status bar"" text in the ""Workpaper Completion by Individual Sign Off"" card under ""status dashboard"".",Bug,,,,2
3975792,[Accessibility][508][2025.5.0] Invisible Button with no functionality is observed on communications dashboard,Bug,,,,2
3975796,508: [Engagement Manager][Properties][4.1.2]: No role is provided for Properties,Bug,,,,2
3975817,"508: [Engagement Manager][Communications][TR Standard]: Incorrect required property defined for ""Select client contact * "" combo box edit field.",Bug,,,,2
3975824,508: [Engagement Manager][Communications][1.3.1]:  Position count is not announced by NVDA for the list items,Bug,,,,2
3975844,508: [Engagement Manager][Communications][TR Standard]: H1 heading is not defined on the page,Bug,,,,2
3975886,508: [Engagement Manager][Communications][2.1.2]: Keyboard trap is displayed in the Edit box element,Bug,,,,3
3975907,"508: [Engagement Manager][Trail balance][1.4.11]: Close (""X"") icon lacks 3:1 contrast ratio.",Bug,,,,2
3975926,508: [Engagement Manager][Communications][4.1.2]: NVDA does not convey the name of dialog,Bug,,,,2
3975956,"508: [Engagement Manager][Trail balance][1.3.1]: Heading markup is missing for ""Assign Account"".",Bug,,,,2
3975985,508: [Engagement Manager][Trail balance][TR Standard]: Two H1 headings are defined in the page.,Bug,,,,2
3976043,"508: [Engagement Manager][Trail balance][3.3.2]: Missing Persistent Labels for ""Search Accounts"" and ""Search Description"" Fields.",Bug,,,,2
3976113,508: [Engagement Manager][Communications][4.1.3]: NVDA is not announcing the search result information.,Bug,,,,2
3976138,508: [Engagement Manager][Communications][4.1.3]: Updated message is not getting conveyed to the screen reader user,Bug,,,,2
3976156,508: [Engagement Manager][Properties][4.1.2]: Expanded state of properties is not announced by screen reader,Bug,,,,2
3976183,"508: [Engagement Manager][Trail balance][2.1.1]: Table headers ""Account"" and ""Description"" are not keyboard operable.",Bug,,,,3
3976193,"508: [Engagement Manager][Status][1.4.3]: Color contrast ratio failed for the ""save"" button under Points of Emphasis card in the status page.",Bug,,,,2
3976210,"508: [Engagement Manager][Trail balance][1.4.10]: Placeholder Text ""Search Accounts"" and ""Search Description"" Not Fully Visible at 400% Zoom.",Bug,,,,5
3976318,508: [Engagement Manager][Status][1.4.10]: User is unable to access complete content in the status page after applying browser zoom to 400%,Bug,,,,5
3976361,508: [Engagement Manager][Communications][2.4.3]: Keyboard focus does not land on triggered control,Bug,,,,3
3976391,508: [Engagement Manager][Communications][2.4.3]: Keyboard focus is not in logical order after closing the dialog,Bug,,,,3
3976445,508: [Engagement Manager][Communications][2.4.3]: Keyboard focus does not moves back to triggered control,Bug,,,,3
3976555,"508: [Engagement Manager][Properties][4.1.2]: No Accessible name and role is provided for Engagement management properties, and Guided assurance properties.",Bug,,,,2
3976600,"508: [Engagement Manager][Properties][1.3.1]: List tag is not implemented for Engagement management properties, and Guided assurance properties.",Bug,,,,2
3976620,508: [Engagement Manager][Communications][2.4.3]: Keyboard focus moving to two different control which encounter same content,Bug,,,,3
3976700,"508: [Engagement Manager][Properties][1.3.1]: Incorrect role radio is provided instead of tab to General, Trail balance, dates, Content and history",Bug,,,,2
3976742,"508: [Engagement Manager][Trail balance][1.4.4]: Content on ""Balance Definitions"" Page Is Not Fully Visible at 200% Zoom.",Bug,,,,5
3976746,"508: [Engagement Manager][Properties][4.1.2]: Incorrect state checked is announced instead of Selected for General, Trail balance, dates, Content and history",Bug,,,,2
3976750,"508: [Engagement Manager][Properties][2.4.7]: Focus outline is not clearly visible on ""Go Back button""",Bug,,,,3
3976799,508: [Engagement Manager][Trail balance][1.4.10]: On zooming the page into 400% zoom content is not visible and truncated.,Bug,,,,5
3976847,508: [Engagement Manager][Communications][1.4.3]: Contrast ratio of text is fails with the background,Bug,,,,2
3976862,508: [Engagement Manager][Communications][1.3.1]: unnecessary heading is defined in the dialog,Bug,,,,2
3977061,508: [Engagement Manager][Properties][1.3.1]: Heading level is not defined in proper hierarchy as H3 is not present on the page,Bug,,,,2
3977128,508: [Engagement Manager][Properties][1.3.1]: Structure label is not associated with its combo box,Bug,,,,2
3977206,508: [Engagement Manager][Properties][1.3.1]: Structure combo box Content is not announced by screen reader,Bug,,,,2
3977213,508: [Engagement Manager][Properties][4.1.2]: The selected content of 'Structure' combo box is not announced by the screen reader,Bug,,,,2
3977387,508: [Engagement Manager][Properties][1.3.1]: Required field is not announced by screen reader for MASK Required field,Bug,,,,2
3977408,"508: [Engagement Manager][Properties][1.3.1]: Unnecessarily heading markup is implemented for Year end date, Period frequency, Prior years, current Period.",Bug,,,,2
3977416,"508: [Engagement Manager][Properties][4.1.2]: Incorrect role tab is defined instead of accordion to Prior Period years 2024,2023,2022....",Bug,,,,2
3977422,"508: [Engagement Manager][Properties][1.3.1]: Accordion 2024,2023,2022.... is not tagged as heading",Bug,,,,2
3977429,508: [Engagement Manager][Properties][1.3.1]: Unnecessarily Period 1 is markup as heading,Bug,,,,2
3977502,508: [Engagement Manager][Communications][2.1.1]: 'x' button in search edit field is not accessible with keyboard,Bug,,,,3
3977527,508: [Engagement Manager][Communications][3.2.2]: Without user input radio button is going automatically unselected state,Bug,,,,3
3977532,508: [Engagement Manager][Trail balance][4.1.2]: Form elements must have labels for checkboxes in the table.,Bug,,,,2
3977551,508: [Engagement Manager][Communications][TR Standard]: Keyboard focus does not lands on first input field of newly appeared content,Bug,,,,3
3977568,"508: [Engagement Manager][Properties][1.3.1]: Unnecessarily Beginning ending, Report release, Calculated from, Duration, Completion date  is markup as heading",Bug,,,,2
3977602,508: [Engagement Manager][Communications][1.3.1]: Unnecessary heading is defined for label and controls present  on screen,Bug,,,,2
3977612,"508: [Engagement Manager][Communications][2.1.1]: expand all' and ""collapse all"" controls are operable with keyboard",Bug,,,,2
3977650,508: [Engagement Manager][Communications][2.1.1]: Sortable column headers of the table are not keyboard operable,Bug,,,,3
3977652,508: [Engagement Manager][Properties][1.3.1]: Unnecessarily Source Guided assurance is markup as heading,Bug,,,,2
3977659,"508: [Engagement Manager][Trail balance][4.1.3]: Loading Indicator in ""Assign Account"" Modal Is Not Automatically Announced",Bug,,,,3
3980534,508: [Engagement Manager][Workpapers][4.1.2]: Unnecessary role presentation is defined in the list.,Bug,,,,2
3980535,508: [Engagement Manager][Workpapers][4.1.2]: Unnecessary role group is defined in the list.,Bug,,,,2
3980536,508: [Engagement Manager][Workpapers][4.1.2]: Aria label is not defined for the switch control.,Bug,,,,2
3980542,508: [Engagement Manager][Workpapers][2.5.3]: Incorrect aria label toggle is defined for the columns button.,Bug,,,,2
3980543,508: [Engagement Manager][Workpapers][4.1.2]: Aria label is not defined for the buttons.,Bug,,,,2
3980544,508: [Engagement Manager][Workpapers][2.1.1]: Unable to access the checkboxes using keyboard.,Bug,,,,3
3980545,508: [Engagement Manager][Workpapers][1.3.1]: Table markup is not defined correctly.,Bug,,,,2
3980611,508: [Engagement Manager][Workpapers][2.1.1]: Tree view elements are not focusable using keyboard.,Bug,,,,3
3980612,508: [Engagement Manager][Workpapers][4.1.2]: Aria label is not defined for the expand and collapse buttons.,Bug,,,,2
3980685,508: [Engagement Manager][Workpapers][2.1.1]: Unable to close the columns expanded section using ESC key.,Bug,,,,3
3980686,508: [Engagement Manager][Header][2.4.3]: Focus is moving to twice to the help and support button while using TAB key.,Bug,,,,3
3980688,508: [Engagement Manager][Header][3.2.2]: Screen reader focus is moving to the profile icon and activating after clicking the navigation button.,Bug,,,,3
3980718,508: [Engagement Manager][Workpapers][4.1.2]: Aria label is not defined for the checkboxes.,Bug,,,,2
3980719,508: [Engagement Manager][Workpapers][2.4.7]: Keyboard focus is not visible on buttons while using TAB key.,Bug,,,,2
3980720,508: [Engagement Manager][Workpapers][2.4.3]: Focus is moving to the hidden elements while using TAB Key.,Bug,,,,3
3980722,508: [Engagement Manager][Workpapers][4.1.2]: Unnecessary aria controls attribute is defined for the list markup.,Bug,,,,2
3980731,508: [Engagement Manager][Workpapers][4.1.2]: Aria current = page attribute is not defined for the left navigation links.,Bug,,,,2
3980732,508: [Engagement Manager][Workpapers][1.4.3]: Contrast ratio is less than minimum required ratio 4.5:1 for the hover text.,Bug,,,,2
3980733,508: [Engagement Manager][Workpapers][1.4.11]: Contrast ratio is less than minimum required ratio 3:1 for the icons.,Bug,,,,2
3980734,508: [Engagement Manager][Workpapers][1.3.1]: Heading is not defined for the add folder text.,Bug,,,,2
3980735,508: [Engagement Manager][Workpapers][1.4.11]: Contrast ratio is less than minimum required ratio 3:1 for the close icon.,Bug,,,,2
3980736,508: [Engagement Manager][Workpapers][1.3.1]: Label name is not defined for the name edit field.,Bug,,,,2
3980737,508: [Engagement Manager][Workpapers][2.4.3]: Focus is not landing on the dialog heading or first interactive element close button once the dialog is displayed.,Bug,,,,3
3980738,508: [Engagement Manager][Workpapers][2.4.3]: After closing the dialog focus is not moves back to the trigger element.,Bug,,,,3
3980739,508: [Engagement Manager][Workpapers][1.3.1]: Label is not defined for the combo boxes.,Bug,,,,2
3980740,508: [Engagement Manager][Workpapers][2.4.3]: Focus is moving twice to the combo boxes while using TAB key.,Bug,,,,3
3980741,508: [Engagement Manager][Workpapers][4.1.2]: Incorrect role is defined for the combo boxes.,Bug,,,,2
3980742,508: [Engagement Manager][Workpapers][4.1.2]: Incorrect role is defined for the Assigned to combo box.,Bug,,,,2
3980743,508: [Engagement Manager][Workpapers][1.3.1]: Unnecessary table is defined in the list.,Bug,,,,2
3980744,508: [Engagement Manager][Workpapers][1.3.1]: Label name is not defined for the edit field.,Bug,,,,2
3980745,508: [Engagement Manager][Workpapers][2.1.1]: Unable to access the buttons using keyboard.,Bug,,,,3
3980746,508: [Engagement Manager][Workpapers][1.3.1]: Label name is not defined for the source combo box.,Bug,,,,2
3980764,508: [Engagement Manager][Workpapers][1.3.1]: Heading is not defined for the workpapers text.,Bug,,,,2
3980766,508: [Engagement Manager][Workpapers][1.3.1]: Unnecessary headings are defined for the tab elements.,Bug,,,,2
3980768,508: [Engagement Manager][Workpapers][1.3.1]: Heading is not defined for the import file text.,Bug,,,,2
3980770,508: [Engagement Manager][Workpapers][2.4.3]: Focus is moving to the whole content while using TAB Key.,Bug,,,,3
3980771,508: [Engagement Manager][Workpapers][2.4.3]: Focus is moving to the hidden elements while using TAB key.,Bug,,,,3
3980772,508: [Engagement Manager][Workpapers][2.4.3]: After remove the attachment Focus is not moves back to the browse for file button.,Bug,,,,3
3980773,508: [Engagement Manager][Workpapers][4.1.2]: NVDA is not narrating the role information for the table elements while using TAB key.,Bug,,,,2
3980775,508: [Engagement Manager][Workpapers][4.1.2]: Accessible name is not defined for the switch control.,Bug,,,,2
3980776,508: [Engagement Manager][Workpapers][2.1.1]: Unable to access the table elements using keyboard.,Bug,,,,3
3980778,508: [Engagement Manager][Workpapers][1.3.1]: Checkboxes are not grouped.,Bug,,,,2
3980781,508: [Engagement Manager][Workpapers][1.3.1]: Unable to access the table elements using keyboard.,Bug,,,,3
3980782,508: [Engagement Manager][Workpapers][2.4.7]: Focus is not visible on the search button in the table while using TAB key.,Bug,,,,3
3980785,508: [Engagement Manager][Workpapers][4.1.2]: Accessible name is not defined for the search buttons.,Bug,,,,2
3980792,508: [Engagement Manager][Workpapers][4.1.2]: Name and role are not defined for the buttons.,Bug,,,,2
3980806,508: [Engagement Manager][Workpapers][4.1.2]: Incorrect role is defined as radio for the tab elements.,Bug,,,,2
3980830,508: [Engagement Manager][Workpapers][1.3.1]: Label name is not defined for the combo boxes in the workpaper properties page.,Bug,,,,2
3980870,508: [Engagement Manager][Workpapers][4.1.2]: NVDA is not narrating the required state for the combo box.,Bug,,,,2
3980873,508: [Engagement Manager][Workpapers][3.3.2]: Visual label is not defined for the combo box.,Bug,,,,2
3980882,508: [Engagement Manager][Workpapers][1.3.1]: Label name is not defined for the combo box and date field.,Bug,,,,2
3980883,508: [Engagement Manager][Workpapers][4.1.2]: NVDA is not narrating the required state for the combo box and date field.,Bug,,,,2
3980886,508: [Engagement Manager][Workpapers][4.1.2]: Accessible name is not defined for the date picker button.,Bug,,,,2
3980889,508: [Engagement Manager][Workpapers][1.3.1]: Label name is not defined for the report type combo box.,Bug,,,,2
3980920,508: [Engagement Manager][Workpapers][1.3.1]: Screen reader is narrating the incorrect number of items in the list.,Bug,,,,2
3980921,508: [Engagement Manager][Workpapers][1.3.1]: Radio buttons are not grouped.,Bug,,,,2
3980922,508: [Engagement Manager][Workpapers][4.1.2]: Accessible name is not defined for the checkboxes.,Bug,,,,2
3983018,508: [Engagement Manager][Workpapers][1.3.1]: Checkboxes are not grouped in chart of accounts page.,Bug,,,,2
3983019,508: [Engagement Manager][Workpapers][2.4.7]: Keyboard focus is not visible on filter icon while using TAB key.,Bug,,,,3
3983020,508: [Engagement Manager][Workpapers][2.1.1]: Unable to access the filter icon using Enter or space key.,Bug,,,,3
3983021,508: [Engagement Manager][Workpapers][4.1.2]: Accessible name is not defined for the filter icon.,Bug,,,,2
3983023,508: [Engagement Manager][Workpapers][4.1.2]: Incorrect role is defined for the left navigation elements.,Bug,,,,2
3983024,508: [Engagement Manager][Workpapers][1.3.1]: List markup is not defined for the left navigation template elements.,Bug,,,,2
3983036,508: [Engagement Manager][Workpapers][2.4.3]: Focus is not landing on the first interactive element close button once the dialog is displayed.,Bug,,,,3
3983037,508: [Engagement Manager][Header][2.4.3]: After closing the dialog focus doesn't moves back to the trigger element setup element button.,Bug,,,,3
3983039,508: [Engagement Manager][Setup panel][1.3.1]: Headings are not implemented for the multiple texts.,Bug,,,,2
3983043,508: [Engagement Manager][Setup panel][1.3.1]: List markup is not defined for the elements in the dialog.,Bug,,,,2
3983051,508: [Engagement Manager][Setup panel][4.1.2]: Aria expanded state is not defined for the button.,Bug,,,,2
3983056,508: [Engagement Manager][Help and support][4.1.2]: Incorrect role is defined for the search button.,Bug,,,,2
3983058,508: [Engagement Manager][Help and support][3.3.2]: Visual label is not defined for the search field.,Bug,,,,2
3983063,508: [Engagement Manager][Help and support][4.1.3]: NVDA is not narrating any information after clicking the show more/show less button.,Bug,,,,2
3983070,508: [Engagement Manager][Notifications][4.1.2]: Role is not defined for the tab elements.,Bug,,,,2
3983076,508: [Engagement Manager][External links][4.1.2]: NVDA is not narrating that the link opens in a new window.,Bug,,,,2
3983077,508: [Engagement Manager][External links][1.3.1]: List markup is not defined for the links.,Bug,,,,2
3983084,508: [Engagement Manager][Workpapers][4.1.2]: Aria label is not defined for the checkboxes.,Bug,,,,2
3983093,508: [Engagement Manager][Workpapers][2.1.1]: Unable to access the filter buttons and files in the table using Keyboard.,Bug,,,,3
3983108,508: [Engagement Manager][Workpapers][2.1.1]: Unable to access the remove reference button using keyboard.,Bug,,,,3
3983114,508: [Engagement Manager][Workpapers][4.1.2]: Name and role is not defined for the button.,Bug,,,,2
3983123,508: [Engagement Manager][Workpapers][2.1.1]: Unable to access the expand buttons using keyboard.,Bug,,,,2
3983138,508: [Engagement Manager][Workpapers][1.4.11]: Contrast ratio is less than minimum required ratio 3:1 for the buttons.,Bug,,,,2
3983158,508: [Engagement Manager][Workpapers][1.3.1]: Aria sort attribute is not defined for the table headers.,Bug,,,,2
3983172,508: [Engagement Manager][Workpapers][2.4.3]: Focus is moving twice to the drag and drop control while using TAB key.,Bug,,,,2
3983270,508: [Engagement Manager][Workpapers][2.1.1]: Drag and drop elements are not accessible using keyboard.,Bug,,,,2
3983504,508: [Engagement Manager][Workpapers][1.3.1]: NVDA is not narrating the help text for the items per page combo box.,Bug,,,,5
3983551,508: [Engagement Manager][Notes][1.3.1]: Label name is not defined for the filter combo box.,Bug,,,,2
