ID,Title,Work Item Type,System.AreaPath,System.IterationPath,Microsoft.VSTS.Common.Priority,Microsoft.VSTS.Scheduling.StoryPoints
3983560,508: [Engagement Manager][Notes][2.4.3]: Focus is moving twice to the combo boxes while using TAB key in the notes list page.,Bug,,,,3
3983565,508: [Engagement Manager][Notes][4.1.2]: Incorrect role is defined for the combo boxes in the notes list page.,Bug,,,,3
3983580,508: [Engagement Manager][Notes][2.1.1]: Unable to access the Add filter button using keyboard.,Bug,,,,3
3983586,508: [Engagement Manager][Workpapers][4.1.2]: Name and role is not defined for the Add filter button.,Bug,,,,5
3983712,508: [Engagement Manager][Workpapers][1.4.10]: On resizing the page into 400% zoom content is not visible.,Bug,,,,5
3991991,508: [Engagement Manager][Administration][1.4.11]: Insufficient color contrast ratio for the Close button.,Bug,,,,3
3992085,508: [Engagement Manager][Administration][1.4.1]: Color alone is used for identifying the focused state of the close button.,Bug,,,,3
3992127,508: [Engagement Manager][Administration][2.1.1]: Keyboard user is unable to navigate to Quick Insert button.,Bug,,,,3
3992232,508: [Engagement Manager][Administration][1.3.1]: The visible label of the combo boxes are not programmatically associated.,Bug,,,,3
3992331,508: [Engagement Manager][Administration][2.4.3]: Keyboard focus is going twice to the select only combo boxes.,Bug,,,,3
3992398,508: [Engagement Manager][Administration][4.1.3]: form fields in error announcement,Bug,,,,2
3992488,508: [Engagement Manager][Administration][1.3.1]: The error messages are not programmatically associated.,Bug,,,,3
3992594,508: [Engagement Manager][Administration][1.3.1]: Visual heading of the dialog is not marked with heading element.,Bug,,,,3
3992714,508: [Engagement Manager][Administration][4.1.2]: The iframe element does not have a title attribute.,Bug,,,,3
3992780,508: [Engagement Manager][Administration][1.4.11]: Insufficient color contrast ratio for the custom focus indicator of the toolbar elements.,Bug,,,,2
3992862,508: [Engagement Manager][Administration][1.4.3]: Insufficient color contrast ratio for the OK button text.,Bug,,,,3
3992963,508: [Engagement Manager][Administration][1.4.3]: Insufficient color contrast ratio for the Ok button text in hover/focused state.,Bug,,,,5
3993002,508: [Engagement Manager][Administration][2.1.1]: Keyboard user is unable to navigate to the Color picker buttons.,Bug,,,,2
3993052,508: [Engagement Manager][Administration][2.1.1]: Keyboard user is unable to navigate to Clear Formatting button.,Bug,,,,3
3993108,508: [Engagement Manager][Administration][1.4.11]: Insufficient color contrast ratio for the custom focus indicator of OK button text.,Bug,,,,3
3993162,"508: [Engagement Manager][Administration][1.4.3]: Insufficient color contrast ratio for the text label ""HEX Code"".",Bug,,,,3
3993217,508: [Engagement Manager][Administration][2.4.6]: Descriptive labels are not defined for the Color picker buttons.,Bug,,,,3
3993387,508: [Engagement Manager][Administration][1.3.1]: Visible label of the checkbox is programmatically associated with it.,Bug,,,,5
3993501,508: [Engagement Manager][Administration][2.1.1]: The tooltip content is available only on pointer hover.,Bug,,,,5
3993778,508: [Engagement Manager][Administration][2.4.7]: No visual focus indicator around Terms and Conditions checkbox.,Bug,,,,3
3993779,508: [Engagement Manager][Administration][2.4.7]: No visual focus indicator around the License Agreement link text.,Bug,,,,3
3993780,508: [Engagement Manager][Administration][4.1.2]: Accessible name of the License Agreement check box is not defined programmatically.,Bug,,,,3
3993781,508: [Engagement Manager][Administration][2.4.3]: Incorrect focus order between the Next Step and tab elements.,Bug,,,,3
3993783,508: [Engagement Manager][Administration][1.3.1]: Group label of the form fields are not defined programmatically.,Bug,,,,3
3993788,508: [Engagement Manager][Administration][3.3.2]: Placeholder attribute is used for defining the label of the Date text fields.,Bug,,,,5
3993791,508: [Engagement Manager][Administration][4.1.2]: Accessible name of the Calendar button is not defined.,Bug,,,,3
3993792,508: [Engagement Manager][Administration][1.4.11]: Insufficient color contrast ratio for the focus indicator of the Select Month and Select year dropdown elements.,Bug,,,,3
3993793,508: [Engagement Manager][Administration][2.4.3]: Incorrect focus order between interactive elements in the table.,Bug,,,,3
3993794,508: [Engagement Manager][Administration][2.1.1]: Keyboard user is unable to navigate to the sortable table headers.,Bug,,,,5
3993796,"508: [Engagement Manager][Administration][4.1.2]: Accessible name of the check boxes, Properties, View buttons in the table are not defined.",Bug,,,,3
3993797,508: [Engagement Manager][Administration][2.4.7]: No visual focus indicator around the Previous Step and Next Step buttons.,Bug,,,,5
3993799,"508: [Engagement Manager][Administration][1.4.12]: On text spacing, there is a loss of tab button text in the page.",Bug,,,,3
4080461,"508: [Engagement Manager] [Journal Entries] [4.1.2]:Multiple roles(selected and checked) are defined for radio button presented in ""Attached workflow References"" table",Bug,,,,
4208665,"508: [Engagement Manager][Add engagement][1.4.10]: Content is cut off or overlaps when page is zoomed to 400% (steps1, 2, 3, and 4)",Bug,,,,5
4208679,"508: [Engagement Manager][Administration][1.4.10]: On reflowing the page, there is a loss of content in the page",Bug,,,,3
4208943,508: [AdvanceFlow] [Create request] [1.3.1]: Incorrect heading hierarchy is defined on the page,Bug,,,,2
